route_name,route_link,bus_name,bus_type,departure_time,duration,arrival_time,price,star_rating,seats_availability
"Digha to Habra
From INR 179",https://www.redbus.in/bus-tickets/digha-to-habra,Santosh Bus Service,A/C Seater Push Back (2+3),11:30,05h 45m,17:15,435,4.1,1 Seat available
"Digha to Habra
From INR 179",https://www.redbus.in/bus-tickets/digha-to-habra,Snemita Parisheba(Santosh),AC Seater (2+3),11:30,05h 40m,17:10,399,4.1,1 Seat available
"Haldia to Barasat (West Bengal)
From INR 113",https://www.redbus.in/bus-tickets/haldia-to-barasat-west-bengal,WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,03h 15m,20:00,113,3.7,49 Seats available
"Durgapur (West Bengal) to Purulia
From INR 240",https://www.redbus.in/bus-tickets/durgapur-to-purulia,WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|17:00,Volvo AC Seater (2+2),17:00,02h 55m,19:55,240,3.1,30 Seats available
"Kolkata to Siliguri
From INR 1355",https://www.redbus.in/bus-tickets/kolkata-to-siliguri,SBSTC-KOLKATA - SILIGURI - VIA - MALDA - 20:00 (BEL DEPO - 3805,Express (Non AC Seater 2+2),20:00,13h 00m,09:00,500,4.3,32 Seats available
"Kolkata to Siliguri
From INR 1355",https://www.redbus.in/bus-tickets/kolkata-to-siliguri,EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,12h 40m,07:25,1500,4.7,15 Seats available
"Kolkata to Siliguri
From INR 1355",https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),18:30,13h 15m,07:45,1200,4.6,39 Seats available
"Kolkata to Siliguri
From INR 1355",https://www.redbus.in/bus-tickets/kolkata-to-siliguri,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44 Seats available
"Kolkata to Siliguri
From INR 1355",https://www.redbus.in/bus-tickets/kolkata-to-siliguri,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22 Seats available
"Durgapur (West Bengal) to Barasat (West Bengal)
From INR 147",https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05,03h 30m,17:35,155,3.5,45 Seats available
"Durgapur (West Bengal) to Barasat (West Bengal)
From INR 147",https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|14:25,Non AC Seater (2+3),14:25,03h 00m,17:25,147,4.4,50 Seats available
"Haldia to Kolkata
From INR 97",https://www.redbus.in/bus-tickets/haldia-to-kolkata,WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,02h 45m,19:30,97,3.5,49 Seats available
"Kolkata to Purulia
From INR 595",https://www.redbus.in/bus-tickets/kolkata-to-purulia,WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),13:45,06h 10m,19:55,595,3.3,31 Seats available
"Kolkata to Purulia
From INR 595",https://www.redbus.in/bus-tickets/kolkata-to-purulia,City Queen Bus Service,Non AC Seater (2+2),20:50,08h 10m,05:00,250,3.7,14 Seats available
"Kolkata to Purulia
From INR 595",https://www.redbus.in/bus-tickets/kolkata-to-purulia,City Queen Bus Service,Non AC Seater (2+2),21:30,10h 00m,07:30,285,2.1,18 Seats available
"Kolkata to Asansol (West Bengal)
From INR 165",https://www.redbus.in/bus-tickets/kolkata-to-asansol,WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),13:45,03h 55m,17:40,430,3.0,31 Seats available
"Kolkata to Asansol (West Bengal)
From INR 165",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Greenline (Karunamoyee),Volvo A/C Seater (2+2),11:35,04h 25m,16:00,524,4.3,16 Seats available
"Kolkata to Asansol (West Bengal)
From INR 165",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),11:45,04h 15m,16:00,524,4.2,33 Seats available
"Kolkata to Asansol (West Bengal)
From INR 165",https://www.redbus.in/bus-tickets/kolkata-to-asansol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31 Seats available
"Kolkata to Asansol (West Bengal)
From INR 165",https://www.redbus.in/bus-tickets/kolkata-to-asansol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32 Seats available
"Habra to Kolaghat
From INR 87",https://www.redbus.in/bus-tickets/habra-to-kolaghat,WBTC (CTC) HABRA-DIGHA via Bally - 26|12:45,Non AC Seater (2+3),12:45,02h 55m,15:40,87,3.8,47 Seats available
"Habra to Contai (Kanthi)
From INR 149",https://www.redbus.in/bus-tickets/habra-to-contai-kanthi,WBTC (CTC) HABRA-DIGHA via Bally - 26|12:45,Non AC Seater (2+3),12:45,04h 25m,17:10,149,3.5,47 Seats available
